Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	SS	W	RU
Akti	1332	Hfeauluahu	C695687-8	Ag Ni 				{ -1 }	(B53-1)	[6558]		T		612	AsT3	F5 V M7 V	N	11	149
Akti	1337	Hliya	C78A115-B	Lo Wa 				{ 0 }	(411-2)	[1139]				301	AsSF	G4 V	N	5	3
Akti	1338	Witheth	D422113-7	He Lo Po 				{ -3 }	(311-5)	[1124]				400	NaAs	K9 V	N	9	2
Akti	1339	Hinthena	C77A514-8	Ni Wa 				{ -2 }	(A42-4)	[3336]		M		903	NaAs	F2 V M1 V	N	10	48
Akti	1402	Saeikeirliy	E584168-7	Lo 			O:	{ -3 }	(311-3)	[1157]				600	AsSF	F3 V	B	9	2
Akti	1403	Hayu	B766215-B	Lo Ga 				{ 1 }	(A11-1)	[1339]				224	AsSF	F4 V M0 V	B	15	9
Akti	1406	Eie	B540675-A	De He Ni Po 				{ 1 }	(E55-1)	[4738]				224	AsSc	F6 V	B	18	315
Akti	1408	Eatakhtaeyo	C585778-8	Ag Ri 				{ 1 }	(D69+1)	[7858]				313	AsSc	F7 V	B	11	702
Akti	1411	Ihkeahfos	E579000-0	Ba 				{ -3 }	(200-5)	[0000]				002	AsXX	F2 V M5 V	F	9	0
Akti	1413	Ilkhtuilr	C542885-8	He Po 	Ph Pi 			{ -1 }	(C77-3)	[6736]				120	AsMw	F2 V M8 V	F	11	412
Akti	1415	Aleiho	D5587CB-6	Ag 	Pz 			{ -1 }	(966+1)	[9678]			A	302	AsT0	F1 V M5 V	F	12	324
Akti	1416	Kheaaktear	C966743-8	Ag Ri 				{ 1 }	(969-2)	[4825]		T		600	AsT9	F0 V	F	7	389
Akti	1418	Eahleihei	C766546-9	Ag Ni Ga 	Pr 			{ 0 }	(944-1)	[4548]		T		802	AsTv	F5 V	F	7	130
Akti	1420	Hteiyo	C765833-8	Ga Ri 	Pa Ph 			{ 0 }	(A78-3)	[5825]				200	AsT6	G9 V M1 V	F	8	392
Akti	1423	Ihealreaya	C3108AA-A	Na 	Ph Pi 			{ 1 }	(E7A+3)	[A97C]		T		104	AsT9	F7 V M8 V	J	12	2,940
Akti	1424	Khtieia	E3008A5-8	Na Va 	Ph Pi 			{ -2 }	(B76-4)	[6636]				901	AsT0	G1 V M2 V	J	9	277
Akti	1425	Ukhteheh	B885114-B	Lo Ga 				{ 1 }	(711-1)	[1239]				804	AsSF	F1 V	J	14	6
Akti	1428	Ehalaower	E200887-7	Na Va 	Ph Pi 			{ -2 }	(A76-2)	[8657]				801	AsT2	F9 V	J	6	336
Akti	1430	Leakte	BA9A678-9	Ni Oc Wa 				{ 0 }	(B54+1)	[6659]				503	AsSc	F3 V	J	11	220
Akti	1432	Ealelreaye	B648388-B	Lo 				{ 1 }	(521+1)	[345B]				100	AsWc	F4 V	N	10	10
Akti	1434	Aiyi	A544588-B	Ag Ni 				{ 2 }	(C46+2)	[575B]		R		123	AsTv	F5 V M3 V	N	16	576
Akti	1436	Karar	C200266-B	Lo Va 			O:	{ 0 }	(511-1)	[124A]				201	AsSF	M3 V M4 V M6 V	N	5	5
Akti	1439	Shewit	B435459-A	Ni 				{ 1 }	(C34+2)	[556B]				106	NaAs	M2 V M1 V M2 V	N	11	288
Akti	1502	Kyoei	C100483-A	Ni Va 				{ 0 }	(933-3)	[1427]		R		121	AsWc	M3 V M4 V	B	13	57
Akti	1503	Wyaa	D893786-6		Pi 			{ -2 }	(965-3)	[6545]				203	AsVc	F3 V M0 V	B	8	189
Akti	1504	Euiw	D996389-5	Lo 				{ -3 }	(521-2)	[4166]				902	AsVc	F0 V M7 V	B	14	8
Akti	1506	Hkou'yalakh	C677389-9	Lo 				{ -1 }	(921+1)	[426A]				804	AsVc	F0 V	B	12	18
Akti	1507	Ktauai	E58388A-6	Ri 	Ph 			{ -1 }	(A76+1)	[A778]				813	AsT1	K5 V	B	16	420
Akti	1508	Khatalruakho	C000688-B	As Na Ni Va 				{ 0 }	(C54+1)	[665B]				804	AsMw	M3 V	B	11	240
Akti	1509	ARLERASU	B96A979-E	Hi Wa 	Pr 			{ 3 }	(F8F+4)	[AC6F]		T		204	AsSc	F8 V	B	15	7,200
Akti	1511	Lehe	C75A488-A	Ni Wa 				{ 0 }	(933+1)	[445A]		R		803	AsWc	F6 V	F	8	81
Akti	1514	Wyahuilra	A541787-C	He Po 	Pi 			{ 2 }	(A6C+2)	[795C]				401	AsMw	F3 V M4 V	F	7	1,440
Akti	1517	Hkaoihil	E9C5000-0	Ba Fl 				{ -3 }	(200-5)	[0000]				012	AsXX	G4 V	F	9	0
Akti	1519	TRYEHAWAL	C10097C-C	Hi In Na Va 	Pz 			{ 3 }	(F8E+5)	[CC8F]		T	A	104	AsSc	F9 V M5 V	F	15	8,400
Akti	1520	Ktyouao	D8C67B7-9	Fl 				{ -1 }	(E68-1)	[7659]				914	AsMw	K0 V M8 V	F	12	605
Akti	1522	Earre	B300573-A	Ni Va 				{ 1 }	(C45-2)	[2627]				905	AsSc	K4 V	J	14	192
Akti	1523	Yue	C556496-9	Ni 	Pa 			{ -1 }	(632-2)	[3348]				100	AsVc	F0 V M1 V	J	4	29
Akti	1526	Oue	C673877-8		Ph Pi 			{ -1 }	(F77-1)	[8758]		R		514	AsSc	F1 V M1 V M4 V	J	16	662
Akti	1531	Aao	E200683-7	Na Ni Va 				{ -3 }	(851-5)	[3324]				701	AsWc	G5 V	N	10	20
Akti	1532	Ailrelr	A8347A8-D					{ 2 }	(B6D+2)	[795D]				702	AsVc	M3 V	N	6	1,716
Akti	1536	Fawerl	D759776-7					{ -2 }	(966-3)	[6546]				214	AsSc	G0 V M4 V	N	16	227
Akti	1537	Adoftadot	B8B3666-B	Fl Ni 			O:	{ 2 }	(856+1)	[584A]		KM		600	NaAs	M2 V M2 V	N	8	240
Akti	1538	Eat	C5557A9-7	Ag 				{ 0 }	(968+1)	[8768]				813	NaAs	F3 V	N	9	432
Akti	1539	Oehem	C876501-A	Ag Ni 				{ 1 }	(945-3)	[1616]				711	NaAs	F8 V M7 V	N	9	126
Akti	1540	Brepand	D550461-7	De Ni Po 			O:	{ -3 }	(631-5)	[1113]				600	NaAs	K4 V	N	6	9
Akti	1606	Ea	C561584-9	Ni 	Pr 			{ -1 }	(843-3)	[3437]				901	AsTv	F0 V	B	4	67
Akti	1610	Ihyotawah	C400158-B	Lo Va 				{ 0 }	(511+1)	[115B]		R		802	AsVc	M1 V M3 V	B	13	5
Akti	1611	HFEHAKH	C578978-A	Hi In 				{ 3 }	(G8D+3)	[9C5A]				814	AsSc	F8 V M0 V	F	17	4,992
Akti	1612	Iaoeakhtyer	B8A5268-C	Fl Lo 			O:	{ 1 }	(911+1)	[235C]				514	AsSF	K5 V M1 V M5 V	F	10	9
Akti	1616	Ousyo	C565544-9	Ag Ni 	Pr 			{ 0 }	(A44-2)	[3537]				703	AsWc	F5 V	F	13	128
Akti	1618	Iyhryalraow	E59165A-7	He Ni 	Da 			{ -3 }	(851-1)	[8379]			A	100	AsMw	F9 V	F	4	36
Akti	1619	A	B20047B-D	Ni Va 	Da 			{ 1 }	(A34+3)	[657F]			A	604	AsSc	M1 V M3 V	F	12	360
Akti	1620	Yaleirla	A575879-C		Pa Ph Pi 			{ 2 }	(E7C+3)	[9A6D]		T		204	AsSc	F0 V	F	7	3,528
Akti	1624	Oar	E65A368-7	Lo Wa 			O:	{ -3 }	(521-3)	[3157]				704	AsSF	F2 V M6 V	J	9	7
Akti	1633	Aiyhfiwilr	C564636-8	Ag Ni Ri 				{ 0 }	(C54-1)	[5647]				904	AsTv	F8 V	N	14	216
Akti	1634	Ihohealowas	C624255-B	Lo 				{ 0 }	(B11-2)	[1239]		R		607	AsWc	F3 V M6 V	N	14	9
Akti	1635	Eoatai	D758536-7	Ag Ni 				{ -2 }	(742-3)	[4346]				403	AsWc	K4 V M5 V	N	15	39
Akti	1636	Itha	B420659-B	De He Na Ni Po 				{ 1 }	(955+2)	[776C]				301	NaAs	M6 II	N	9	450
Akti	1637	Kansed	D74759B-7	Ag Ni 				{ -2 }	(742+1)	[7379]				513	NaAs	F7 V M2 V	N	11	56
Akti	1640	Yina	C576211-8	Lo 				{ -2 }	(411-5)	[1114]				300	NaAs	F2 V	N	6	2
Akti	1702	Iealrerl	A400438-D	Ni Va 	Da 			{ 1 }	(B34+1)	[455D]			A	405	AsVc	K7 V	C	12	132
Akti	1705	I'A	E554944-8	Hi 				{ -1 }	(G88-3)	[7836]				205	AsMw	M2 V M4 V	C	15	717
Akti	1708	Hlilraos	D572673-6	He Ni 				{ -3 }	(851-5)	[3323]				300	AsSc	F7 V	C	7	20
Akti	1710	IREHAKHAKH	C899A85-B	Hi In 				{ 3 }	(G9E+1)	[8D39]				713	AsVc	F5 V	C	12	2,016
Akti	1711	Ahaukyeeares	E779685-5	Ni 				{ -3 }	(851-5)	[4333]				610	AsWc	F0 V	G	11	20
Akti	1712	Eleikui	E423000-0	Ba Po 				{ -3 }	(200-5)	[0000]				023	AsXX	M1 V M7 V	G	12	0
Akti	1714	Hiyhakh	E6477BC-6	Ag 	Pi Pz 			{ -1 }	(966+2)	[A689]			A	803	AsT8	F1 V M7 V	G	11	648
Akti	1717	Oufou	E566478-7	Ni 	Pa 			{ -3 }	(631-3)	[4157]				103	AsSc	F9 V M7 V	G	11	13
Akti	1721	EAAHIYHA	B8C6A75-E	Fl Hi In 				{ 4 }	(D9G+2)	[8E3C]				301	AsSc	M2 V	K	7	3,744
Akti	1725	OUKAHUA	C200A89-A	Hi In Na Va 				{ 3 }	(F9D+4)	[BD6B]		R		503	AsWc	F8 V M4 V	K	11	7,020
Akti	1727	Storleahil	E546347-6	Lo 				{ -3 }	(521-3)	[3156]				316	AsVc	G8 V M8 V	K	16	7
Akti	1728	Eisea	C8C4485-A	Fl Ni 				{ 0 }	(833-2)	[2438]		R		702	AsTv	M1 V M7 V	K	15	58
Akti	1732	Hkawoaaw	B580498-B	De Ni 				{ 1 }	(834+1)	[455B]		R		511	AsTv	F2 V	O	10	96
Akti	1734	Ieiiyeoa	E998538-7	Ag Ni 				{ -2 }	(742-2)	[5357]				604	AsMw	G5 V	O	7	45
Akti	1737	Aloust	D542466-7	He Ni Po 			O:	{ -3 }	(631-4)	[3146]				520	NaAs	F3 V M0 V	O	6	11
Akti	1738	EDA	C6459BF-5	Hi In 				{ 1 }	(B89+5)	[EAAA]				102	NaAs	F0 V	O	9	3,960
Akti	1740	Shatwhe	C585411-7	Ni 	Pa 			{ -2 }	(631-5)	[1213]		M		202	NaAs	F2 V	O	8	9
Akti	1801	Oasuekha'	E743878-6	Po 	Ph Pi 			{ -2 }	(A75-2)	[8656]				905	AsSc	F7 V	C	15	280
Akti	1805	Hreawyestous	E5496AA-5	Ni 				{ -3 }	(851-1)	[8377]				123	AsTv	F9 V M8 V	C	17	36
Akti	1809	Hewasao	D525366-8	Lo 			O:	{ -3 }	(721-4)	[2147]				802	AsSF	M2 V	C	5	8
Akti	1811	Aiouhta	C846438-8	Ni 	Pa 			{ -2 }	(931-2)	[4258]				212	AsMw	F6 V M8 V	G	8	22
Akti	1812	Ia	D6977A5-6	Ag 	Pi 			{ -1 }	(966-3)	[5634]				804	AsT2	K8 V M6 V	G	16	227
Akti	1815	Hihao	C694889-8		Pa Ph Pi 			{ -1 }	(D77+1)	[9769]				203	AsTv	F2 V	G	11	637
Akti	1821	Kyelai	B556774-A	Ag 				{ 3 }	(F6C+1)	[5A38]				124	AsSc	F0 V	K	13	1,080
Akti	1825	FAHSTE'A	D53397C-9	Hi Na Po 	Pz 			{ 0 }	(E8A+3)	[C98C]			A	812	AsSc	F8 V M1 V	K	12	3,360
Akti	1826	Ftaikhyur	B302778-C	Ic Na Va 	Pi 			{ 2 }	(D6C+2)	[795C]		R		804	AsSc	G1 V	K	12	1,872
Akti	1830	Htiyhkiya	B573735-A		Pi 			{ 2 }	(C6B+1)	[5938]				903	AsWc	K8 V	K	12	792
Akti	1831	Kheayahrerl	C87838A-7	Lo 				{ -2 }	(521+1)	[5179]				412	AsWc	F1 V	O	11	10
Akti	1832	Aoalahte	DAB6368-8	Fl Lo 			O:	{ -3 }	(A21-3)	[3158]				514	AsSF	K4 V	O	12	14
Akti	1835	Iyefaiyei	E00047C-9	As Ni Va 	Da 			{ -2 }	(B31+1)	[728C]			A	205	AsSc	G3 II	O	17	33
Akti	1836	Kocka	D311755-7	Ic Na 	Pi 			{ -2 }	(966-4)	[5535]				104	NaAs	M0 V M2 V	O	14	194
Akti	1837	Vospa	C000856-7	As Na Va 	Ph Pi 			{ -1 }	(A77-2)	[7746]				605	NaAs	F7 V M2 V	O	13	392
Akti	1838	Irapre	C592645-5	He Ni 				{ -2 }	(852-4)	[4433]				100	NaAs	F2 V M8 V	O	8	48
Akti	1903	Akau	A84848A-D	Ni 	Pa 			{ 1 }	(634+3)	[657F]				200	AsVc	F4 V	C	9	216
Akti	1904	Earealui	C633358-B	Lo Po 				{ 0 }	(A21+1)	[335B]		R		205	AsWc	F2 V M3 V	C	16	20
Akti	1908	Eiiaes	C422589-A	He Ni Po 				{ 0 }	(A44+1)	[656B]		R		903	AsVc	M2 V	C	8	160
Akti	1912	Eaakhe	B676545-9	Ag Ni 				{ 1 }	(945-1)	[3637]		R		402	AsMw	F9 V	G	6	162
Akti	1913	Kata	B735368-C	Lo 			O:	{ 1 }	(721+1)	[345C]				302	AsSF	M0 V	G	8	14
Akti	1920	Aufteas	B749166-C	Lo 				{ 2 }	(611+1)	[134B]		RT		203	AsSc	F9 V M6 V	G	13	6
Akti	1921	Yuwas	E200000-0	Ba Va 				{ -3 }	(200-5)	[0000]				012	AsXX	F9 V	K	9	0
Akti	1924	Kheaouou	C546376-9	Lo 				{ -1 }	(921-2)	[2248]				713	AsSc	F0 V M2 V	K	13	14
Akti	1930	Oaoaalao	C789213-9	Lo 				{ -1 }	(811-4)	[1126]				904	AsSF	M1 V	K	8	5
Akti	1931	Earloaakhiy	C436898-9		Ph 			{ 0 }	(B79+1)	[8859]		R		701	AsMw	F3 V M3 V	O	9	693
Akti	1936	Ertheng	C425877-8		Ph Pi 			{ -1 }	(D77-1)	[8758]				703	NaAs	G0 V M7 V	O	7	573
Akti	1937	Ribethes	C57468A-6	Ag Ni 				{ -1 }	(853+1)	[8578]		M		212	NaAs	F7 V	O	9	120
Akti	1939	Araoo	C773557-8	Ni 				{ -2 }	(942-2)	[5358]				411	NaAs	F4 V	O	11	58
Akti	2001	Eahtoakh	A848427-D	Ni 	Pa 			{ 1 }	(734+1)	[455D]				901	AsVc	K8 V	C	10	84
Akti	2003	Oiftailryo	E87A000-0	Ba Wa 				{ -3 }	(200-5)	[0000]				023	AsXX	F0 V M2 V	C	9	0
Akti	2004	Yorlehah	C430267-B	De Lo Po 			O:	{ 0 }	(511+1)	[225B]				501	AsSF	G5 V M3 V M1 V	C	5	5
Akti	2005	Htouatao	E769587-5	Ni 	Pr 			{ -3 }	(741-3)	[5255]				312	AsMw	M1 V M0 V	C	9	20
Akti	2006	Htelraihui	C647797-8	Ag 	Pi 			{ 0 }	(968+1)	[7758]		R		700	AsWc	F0 V	C	10	432
Akti	2009	Euayo	C77888B-8		Pa Ph Pi Pz 			{ -1 }	(D77+1)	[A77A]			A	203	AsWc	F1 V	C	12	637
Akti	2010	Hweaearle	C84A783-A	Wa 	Pi 			{ 1 }	(D6A-2)	[4827]		R		113	AsMw	F8 V	C	10	624
Akti	2015	Fuaheisawaul	C557597-7	Ag Ni 				{ -1 }	(743-1)	[5457]				803	AsT2	F8 V	G	13	76
Akti	2018	Awyalriy	C573755-9		Pi 			{ 0 }	(D69-2)	[5737]				204	AsWc	G6 V M7 V	G	14	562
Akti	2021	Aeaaheir	B8C8587-A	Fl Ni 				{ 1 }	(F45+1)	[565A]				726	AsWc	G6 V M7 V	K	15	300
Akti	2023	Ouhla	B547388-B	Lo 				{ 1 }	(A21+1)	[345B]		T		114	AsT9	F8 V	K	11	20
Akti	2024	Oaihoaoaew	E88727A-7	Lo Ga 				{ -3 }	(411-1)	[4179]				700	AsT4	F0 V	K	11	4
Akti	2026	Aoka	D575434-7	Ni 	Pa 			{ -3 }	(631-5)	[2135]				601	AsVc	F5 V	K	6	9
Akti	2027	Oulyekhaul	A531368-D	Lo Po 			O:	{ 1 }	(521+1)	[345D]				900	AsSF	M1 V	K	5	10
Akti	2029	Tlaolktahea	C677268-9	Lo 			O:	{ -1 }	(711-1)	[2159]				603	AsSF	G8 V	K	9	6
Akti	2030	Afi	E556527-5	Ag Ni 				{ -2 }	(742-2)	[5355]				113	AsT4	F5 V	K	14	45
Akti	2034	Feakhtya	E555000-0	Ba 				{ -3 }	(200-5)	[0000]				011	AsXX	F4 V	O	8	0
Akti	2035	Eip	B673576-7	Ni 				{ -1 }	(743-2)	[4446]				821	NaAs	K6 V	O	9	67
Akti	2038	Ei	CAF547B-A	Ni 				{ 0 }	(A33+2)	[647C]				904	NaAs	M2 V	O	13	180
Akti	2039	AIE	C777976-8	Hi In 				{ 1 }	(F8A+1)	[8A47]				613	NaAs	F7 V	O	15	1,200
Akti	2040	Thefotjang	C86848A-7	Ni 	Pa 			{ -2 }	(631+1)	[6279]				523	NaAs	F4 V	O	14	18
Akti	2110	Keirle'aya	D100689-7	Na Ni Va 				{ -3 }	(851-2)	[7368]				103	AsTv	M0 V M7 V	C	14	32
Akti	2115	Oui	C430788-9	De Na Po 				{ 0 }	(D69+1)	[7759]		R		304	AsTv	M2 V	G	10	702
Akti	2116	Eiyeaftau	C75A369-B	Lo Wa 			O:	{ 0 }	(821+1)	[436C]				103	AsSF	F6 V M8 V	G	12	16
Akti	2117	Iiyhea	B573138-8	Lo 				{ -1 }	(911-1)	[1158]		R		806	AsWc	F6 V M5 V	G	14	8
Akti	2122	Eieasa	B9B4557-D	Fl Ni 				{ 1 }	(A45+1)	[565D]				603	AsVc	M1 V	K	11	200
Akti	2123	Eakhtalyo	C427315-A	Lo 				{ 0 }	(821-2)	[1338]				803	AsSF	M1 V	K	11	13
Akti	2128	Khoueea	BAB5579-C	Fl Ni 				{ 1 }	(D45+2)	[666D]				515	AsSc	M3 V	K	10	520
Akti	2134	Takteiou	E8C5000-0	Ba Fl 				{ -3 }	(200-5)	[0000]				002	AsXX	M1 V	O	6	0
Akti	2139	Groher	B000857-B	As Na Va 	Ph Pi 			{ 2 }	(E7C+2)	[8A5B]		K		504	NaAs	K1 V	O	11	2,352
Akti	2201	TLIEWEYEEEAE	B200987-C	Hi In Na Va 				{ 4 }	(H8F+4)	[9D5C]				515	AsTv	F6 V M3 V	C	13	8,160
Akti	2203	Kauiekih	C000349-9	As Lo Va 				{ -1 }	(621+1)	[426A]		R		801	AsWc	M1 V	C	10	12
Akti	2204	Aaoyaeir	E7A4000-0	Ba Fl 				{ -3 }	(200-5)	[0000]				023	AsXX	K4 V M4 V	C	13	0
Akti	2209	IWAOS	C515A73-D	Hi Ic In 				{ 3 }	(H9F+1)	[7D2A]		R		605	AsSc	F0 V	C	18	2,295
Akti	2210	Uilewei	C7B277A-9	Fl He 				{ 0 }	(B69+2)	[977B]		R		902	AsSc	M2 V	C	7	1,188
Akti	2211	Stoueia	E78A889-8	Ri Wa 	Ph 			{ -1 }	(E77+1)	[9769]				704	AsWc	F4 V M3 V	G	12	686
Akti	2212	Auealya	D65A635-8	Ni Wa 				{ -3 }	(C51-5)	[4336]				413	AsT0	F7 V	G	10	30
Akti	2215	Elryu	C78726B-9	Lo Ga 	Da 		O:	{ -1 }	(711+1)	[417B]			A	903	AsSF	F5 V	G	10	7
Akti	2216	Ouiye	C414502-C	Ic Ni 				{ 0 }	(944-4)	[1518]				602	AsTv	G5 V	G	15	86
Akti	2217	Hleaao'touw	C54578C-8	Ag 	Pi Pz 			{ 0 }	(968+3)	[A78B]			A	400	AsTv	F9 V M4 V	G	13	1,296
Akti	2218	Ieeawauhfiy'	C00057A-B	As Ni Va 				{ 0 }	(B44+2)	[757D]				704	AsSc	M2 V	G	9	352
Akti	2221	Hehauyo	C401166-A	Ic Lo Va 			O:	{ 0 }	(611-1)	[1149]				503	AsSF	M1 V	K	10	5
Akti	2222	Haralui	B654579-9	Ag Ni 				{ 1 }	(B45+2)	[666A]		R		804	AsSc	F2 V M8 V	K	11	440
Akti	2225	Ahaoryoha	C7B258A-9	Fl He Ni 				{ -1 }	(B43+1)	[747B]		R		504	AsWc	M1 V	K	16	132
Akti	2227	Kyaais	E200000-0	Ba Va 				{ -3 }	(200-5)	[0000]				002	AsXX	K3 V	K	9	0
Akti	2230	Kheawalir	B573647-9	Ni 				{ 0 }	(A54+1)	[6659]				202	AsWc	F2 V M4 V	K	10	200
Akti	2232	Alesye	C6B2489-A	Fl He Ni 				{ 0 }	(A33+1)	[546B]				613	AsVc	K0 V M5 V	O	13	90
Akti	2234	Yoouhwai	C100789-9	Na Va 	Pi 			{ 0 }	(D69+1)	[876A]				213	AsWc	M1 V	O	13	702
Akti	2237	Shecee	B575514-A	Ag Ni 				{ 2 }	(846+1)	[3738]		K		701	NaAs	F4 V	O	14	192
Akti	2301	Auleakhalr	E300474-8	Ni Va 				{ -3 }	(831-5)	[2136]				411	AsSc	M7 III	C	10	12
Akti	2304	Uwyolraaiw	C432526-9	Ni Po 				{ -1 }	(843-2)	[4448]		T		901	AsT5	M1 V	C	10	77
Akti	2306	Eaahfaeuiye	C544585-7	Ag Ni 				{ -1 }	(743-3)	[3435]				414	AsMw	F8 V	C	9	59
Akti	2310	Hlaea'	E9C7000-0	Ba Fl 				{ -3 }	(200-5)	[0000]				013	AsXX	M0 V M5 V	C	13	0
Akti	2313	Ktyewouh	C200777-9	Na Va 	Pi 			{ 0 }	(C69+1)	[7759]		T		803	AsSc	K1 V	G	7	648
Akti	2317	HAHEKHE	A420A79-D	De He Hi In Na Po 				{ 4 }	(E9G+5)	[BE6E]				502	AsSc	F6 V	G	7	10,080
Akti	2319	Aiauhaokh	C310632-8	Na Ni 				{ -2 }	(B52-5)	[2414]				403	AsVc	G1 V	G	15	55
Akti	2320	Ekhtaw	C428476-B	Ni 				{ 0 }	(A33-1)	[344A]				713	AsSc	F8 V	G	14	81
Akti	2321	Ekh	C511367-A	Ic Lo 			O:	{ 0 }	(721+1)	[335A]				820	AsSF	M2 V	K	8	14
Akti	2322	Eiese	C554684-8	Ag Ni 				{ -1 }	(953-3)	[4536]				101	AsWc	F0 V	K	12	95
Akti	2324	Aiaoerlel	C55058A-9	De Ni Po 				{ -1 }	(B43+1)	[747B]				913	AsWc	F8 V	K	7	132
Akti	2327	Eo	B421585-A	He Ni Po 				{ 1 }	(945-1)	[3638]		R		111	AsMw	M1 V M1 V	K	13	162
Akti	2332	Aai	E645000-0	Ba 				{ -3 }	(200-5)	[0000]				003	AsXX	F4 V M0 V	O	10	0
Akti	2335	Ikenthot	D87877A-5	Ag 	Pi 			{ -1 }	(966+1)	[9677]				510	NaAs	F2 V	O	8	324
Akti	2336	Oa	B300200-A	Lo Va 				{ 1 }	(A11-3)	[1315]		K		915	NaAs	F0 V M2 V M1 V	O	18	7
Akti	2337	Shetena	C686355-A	Lo Ga 				{ 0 }	(821-2)	[1338]				803	NaAs	F2 V	O	13	13
Akti	2338	GRILI	C5569C7-8	Hi 				{ 0 }	(B89+1)	[9958]				500	NaAs	F4 V	O	8	792
Akti	2402	Khtyoehtai'	C562112-9	Lo 				{ -1 }	(311-5)	[1115]				600	AsSF	F4 V M4 V	C	6	2
Akti	2403	Eauwyal	E552485-5	Ni Po 				{ -3 }	(631-5)	[2133]				912	AsVc	F4 V M5 V	C	7	9
Akti	2405	O	C5486A8-7	Ag Ni 				{ -1 }	(853-1)	[6557]				316	AsWc	F6 V M3 V	C	15	108
Akti	2407	Aiileawis	A510114-D	Lo 				{ 1 }	(A11-1)	[123B]				425	AsSF	F0 V M2 V	C	10	9
Akti	2409	Ilsaew	A97A215-E	Lo Wa 				{ 1 }	(711-1)	[133C]				712	AsSF	F9 V	C	6	6
Akti	2410	Ftu'eilr	C6358A5-9		Ph 			{ 0 }	(E79-2)	[6837]				513	AsTv	F4 V	C	13	706
Akti	2412	Wiyaeatukoi	C645878-8		Pa Ph Pi 			{ -1 }	(F77-1)	[8758]		R		614	AsSc	F4 V	G	9	662
Akti	2416	ASUKHEAKHE	C436987-C	Hi 				{ 2 }	(D8D+2)	[9B5C]				902	AsMw	F5 V	G	11	2,704
Akti	2417	Talaw	C42455A-9	Ni 				{ -1 }	(B43+1)	[747B]		R		504	AsWc	M2 V	G	17	132
Akti	2418	Teoa	C555584-7	Ag Ni 				{ -1 }	(743-3)	[3435]				732	AsT2	F5 V M3 V	G	11	59
Akti	2423	Hteaa	C430114-B	De Lo Po 				{ 0 }	(611-2)	[1139]				121	AsSF	A6 V M3 V M4 V	K	9	5
Akti	2425	Ahliya	B58278B-A	Ri 	Pz 			{ 3 }	(J6C+5)	[9A7C]			A	327	AsWc	F6 V M1 V	K	14	6,480
Akti	2426	Eastuiao	C6A15A9-A	Fl He Ni 				{ 0 }	(844+1)	[656B]		R		101	AsWc	M2 V	K	10	128
Akti	2429	Uhaiwouriyh	C75268B-8	Ni Po 	Da 			{ -2 }	(952+1)	[847A]			A	701	AsWc	F2 V	K	8	90
Akti	2432	Aoe'	E85458B-7	Ag Ni 	Da 			{ -2 }	(742+1)	[7379]			A	215	AsT4	F1 V	O	14	56
Akti	2433	Htuaeei	C677656-9	Ag Ni 				{ 0 }	(D54-1)	[5648]				323	AsMw	F3 V M4 V	O	15	234
Akti	2438	Thesothor	C1008AB-8	Na Va 	Ph Pi 			{ -1 }	(D77+1)	[A77A]				312	NaAs	G7 V	O	12	637
Akti	2439	Themot	C515633-7	Ic Ni 				{ -2 }	(852-5)	[3424]				903	NaAs	M1 V	O	10	40
Akti	2440	Shapir	D9B4558-9	Fl Ni 				{ -2 }	(B42-2)	[5359]				404	NaAs	M3 V M7 V	O	10	70
Akti	2503	Khteh	C67A687-A	Ni Wa 				{ 0 }	(A54+1)	[665A]				102	AsVc	F3 V M0 V	D	8	200
Akti	2508	AUHTUAHIYKH	C7799D9-9	Hi In 				{ 2 }	(C8C+3)	[AB6A]				810	AsTv	F0 V M1 V	D	12	3,456
Akti	2509	Uiseaheas	C55438A-7	Lo 				{ -2 }	(521+1)	[5179]				334	AsTv	F2 V	D	16	10
Akti	2512	Teakhesye	C637889-9		Ph 			{ 0 }	(B79+1)	[986A]				401	AsTv	F4 V	H	7	693
Akti	2514	Hkarlarl	E747579-7	Ag Ni 				{ -2 }	(742-1)	[6368]				924	AsSc	F3 V	H	14	50
Akti	2517	Hweuihlea	E557000-0	Ba 				{ -3 }	(200-5)	[0000]				020	AsXX	F5 V M3 V	H	8	0
Akti	2518	Saia	B8A3549-C	Fl Ni 	Da 			{ 1 }	(B45+2)	[666D]			A	522	AsT3	K5 III D	H	10	440
Akti	2520	Hteryoahiy	A9E8649-A	Ni 				{ 1 }	(D55+2)	[776B]		R		314	AsWc	K1 V	H	11	650
Akti	2521	Erl	A300368-D	Lo Va 			O:	{ 1 }	(821+1)	[345D]				503	AsSF	G3 V M5 V	L	14	16
Akti	2525	A	B43038A-8	De Lo Po 				{ -1 }	(521+1)	[527A]				400	AsT5	K4 IV	L	11	10
Akti	2529	Oukha	C542676-7	He Ni Po 				{ -2 }	(852-3)	[5446]				301	AsSc	F5 V	L	4	56
Akti	2530	Telas	A310578-E	Ni 				{ 1 }	(945+1)	[565E]				902	AsSc	F4 V	L	10	180
Akti	2531	TAEASTATILAL	E857976-8	Hi Ga 				{ -1 }	(D88-2)	[8847]				511	AsSc	F9 V M1 V	P	10	666
